date,covid_gm_retail_TX,covid_gm_grocery_TX,covid_gm_parks_TX,covid_gm_transit_TX,covid_gm_work_TX,covid_gm_resid_TX,covid_gm_retail_DC,covid_gm_grocery_DC,covid_gm_parks_DC,covid_gm_transit_DC,covid_gm_work_DC,covid_gm_resid_DC,covid_gm_retail_SF,covid_gm_grocery_SF,covid_gm_parks_SF,covid_gm_transit_SF,covid_gm_work_SF,covid_gm_resid_SF,covid_gm_retail_CA,covid_gm_grocery_CA,covid_gm_parks_CA,covid_gm_transit_CA,covid_gm_work_CA,covid_gm_resid_CA,covid_gm_retail_LA,covid_gm_grocery_LA,covid_gm_parks_LA,covid_gm_transit_LA,covid_gm_work_LA,covid_gm_resid_LA,covid_gm_retail_CH,covid_gm_grocery_CH,covid_gm_parks_CH,covid_gm_transit_CH,covid_gm_work_CH,covid_gm_resid_CH,covid_gm_retail_IL,covid_gm_grocery_IL,covid_gm_parks_IL,covid_gm_transit_IL,covid_gm_work_IL,covid_gm_resid_IL,covid_gm_retail_DV,covid_gm_grocery_DV,covid_gm_parks_DV,covid_gm_transit_DV,covid_gm_work_DV,covid_gm_resid_DV,covid_gm_retail_CO,covid_gm_grocery_CO,covid_gm_parks_CO,covid_gm_transit_CO,covid_gm_work_CO,covid_gm_resid_CO,covid_gm_retail_AA,covid_gm_grocery_AA,covid_gm_parks_AA,covid_gm_transit_AA,covid_gm_work_AA,covid_gm_resid_AA,covid_gm_retail_GA,covid_gm_grocery_GA,covid_gm_parks_GA,covid_gm_transit_GA,covid_gm_work_GA,covid_gm_resid_GA,covid_gm_retail_NY,covid_gm_grocery_NY,covid_gm_parks_NY,covid_gm_transit_NY,covid_gm_work_NY,covid_gm_resid_NY,covid_gm_retail_NYC,covid_gm_grocery_NYC,covid_gm_parks_NYC,covid_gm_transit_NYC,covid_gm_work_NYC,covid_gm_resid_NYC
30/05/2021,1.613309353,5.726293103,22.53441296,7.230952381,-28.79411765,6.611439842,-37.71428571,-14.85714286,-7.142857143,-59.71428571,-46.14285714,10.71428571,-40.14285714,-22.42857143,-5.857142857,-59.57142857,-50.42857143,15,-1.452574526,5.536023055,37.46938776,-20.23666667,-28.2697201,5.9,-18.57142857,-10.42857143,-4.428571429,-33.71428571,-36,8.428571429,-3.666666667,0.428571429,84.28571429,-18.25,-31.5,5.857142857,11.58689459,11.05864198,121.2087912,8.02764977,-28.83942766,3.994535519,-18,-1.714285714,36,-25,-38.14285714,7.142857143,0,0,0,0,0,0,11.76666667,6.782608696,6,-7.0625,-30.51020408,3.8,0,0,0,0,0,0,4.043902439,8.380829016,93.10869565,-15.28110599,-28.01152074,4.573529412,-16.7047619,-5.114285714,15.08571429,-36.48571429,-35.67857143,7.605012531
06/06/2021,2.426024955,5.377155172,25.53974895,8.417061611,-23.28036322,4.487279843,-37.28571429,-15.14285714,-16.85714286,-57.28571429,-42,11.14285714,-41.28571429,-22,-11.57142857,-58.85714286,-47.28571429,15.28571429,-2.711956522,3.945244957,32.71666667,-19.06354515,-23.92366412,5.020588235,-17.57142857,-9.714285714,-6.857142857,-31.71428571,-30.57142857,7,-4,0.142857143,74.28571429,-11.66666667,-25.42105263,5.142857143,11.83146067,10.02743902,107.8510638,9.922018349,-21.49047619,3.038043478,-16.42857143,1.285714286,54.57142857,-21.28571429,-32.85714286,5.428571429,0,0,0,0,0,0,14.43333333,7.608695652,-1.714285714,-3,-22.53061224,2.806451613,0,0,0,0,0,0,6.174757282,10.4005168,112.3211679,-12.05092593,-20.13364055,2.725490196,-14.13333333,-3.261904762,27.37142857,-31.55714286,-30.07847619,6.166917293
13/06/2021,3.79676259,7.669546436,27.76569038,11.99760766,-24.47105562,4.00589391,-32.42857143,-12.57142857,-2.714285714,-55.28571429,-42.71428571,9.428571429,-37.14285714,-20.14285714,-4.571428571,-57,-47.57142857,14.14285714,-2.83106267,4.590778098,34.21212121,-18.05629139,-26.28244275,4.814705882,-16.85714286,-9.285714286,-5.857142857,-31.42857143,-32.28571429,6.714285714,-1.555555556,1.714285714,95,-18.375,-25.73684211,4.142857143,12.89325843,11.17682927,120.4516129,14.15277778,-22.48657188,2.364864865,-16.14285714,1.142857143,47.42857143,-19.28571429,-33.71428571,5,0,0,0,0,0,0,14.8,11.34782609,7,-0.857142857,-22.86,2.290322581,0,0,0,0,0,0,7.309927361,12.80719794,115.5407407,-9.773148148,-21.10829493,2.821078431,-12.48571429,-2.533333333,33.21428571,-30.3,-30.74166667,5.573433584
20/06/2021,1.180679785,5.028077754,26.11570248,11.36018957,-24.89342404,4.398821218,-35,-15,-5.571428571,-55.85714286,-42.42857143,9.571428571,-37,-22.85714286,-8.428571429,-56.71428571,-47.57142857,14.28571429,-2.838797814,1.945244957,34.99326599,-18.30872483,-26.32315522,4.55,-18.14285714,-11.85714286,-4.714285714,-31.85714286,-32.71428571,6.571428571,-4.333333333,-4.142857143,50,-21.75,-27.57894737,5.857142857,9.490140845,7.093655589,85.38383838,11.18224299,-22.24960506,3.325136612,-17.14285714,-2,45.28571429,-18.57142857,-33.28571429,5.571428571,0,0,0,0,0,0,15.03333333,12.43478261,3.428571429,3.933333333,-23.44897959,2.806451613,0,0,0,0,0,0,9.169082126,14.42857143,118.9626866,-8.582159624,-22.48617512,2.594132029,-13.05714286,-4.714285714,33.12857143,-30.01428571,-31.23690476,5.263659148
27/06/2021,1.686940966,6.896995708,15.77593361,12.32066508,-25.96018203,4.455795678,-32.85714286,-12.42857143,-6.857142857,-54.14285714,-42.85714286,8.857142857,-38.28571429,-22.71428571,-13.42857143,-57.28571429,-47.71428571,13.42857143,-0.467391304,4.884393064,33.43877551,-18.0735786,-26.91857506,4.029411765,-17.42857143,-10.28571429,-5.857142857,-32.14285714,-33.14285714,6,-2.111111111,0.428571429,75.57142857,-27.71428571,-28.42105263,4.142857143,11.8252149,12.61094225,93.71134021,12.77102804,-23.79746835,2.505464481,-14.85714286,0.714285714,45.57142857,-17.28571429,-33.85714286,4.714285714,0,0,0,0,0,0,15.53333333,17.47826087,4,9.533333333,-25.84,2.548387097,0,0,0,0,0,0,9.682808717,16.85117493,100.6014493,-7.565420561,-28.02534562,3.378973105,-14.99047619,-5.380952381,13.4,-32.35714286,-34.09377289,5.932330827
04/07/2021,-2.238434164,4.043196544,15.87044534,8.773049645,-31.23529412,6.96039604,-33.71428571,-11.14285714,13.14285714,-51.71428571,-46.57142857,9.714285714,-35,-20.85714286,0.571428571,-55.42857143,-50.71428571,13.28571429,-2.198910082,5.048991354,41.15986395,-19.96013289,-31.6437659,5.747058824,-19.28571429,-10.28571429,-2.285714286,-33.85714286,-38.28571429,7.857142857,-6.333333333,-1.857142857,89.57142857,-10.33333333,-33.27777778,5.571428571,8.639664804,9.385321101,109.2886598,10.60280374,-30.31072555,4.379120879,-19.71428571,-0.142857143,55.28571429,-18.42857143,-38.85714286,5.714285714,0,0,0,0,0,0,11.06666667,14.7826087,9.571428571,3.75,-32.67346939,4.1,0,0,0,0,0,0,8.389830508,15.17447917,132.1461538,-6.255813953,-33.32258065,4.200488998,-17.34285714,-5.652380952,33.41428571,-32.27142857,-38.8547619,6.695739348
11/07/2021,1.111111111,5.580299786,20.89387755,12.04018913,-24.75,4.726377953,-33.14285714,-12.14285714,-2.285714286,-53.57142857,-42.42857143,9.571428571,-37,-22.28571429,-10.28571429,-55.57142857,-46.57142857,14.42857143,-1.428961749,3.631123919,33.74576271,-19.22666667,-25.77862595,4.826470588,-17,-10.42857143,-4.428571429,-31.71428571,-31.85714286,6.857142857,-3.111111111,-2.142857143,62.85714286,-25.85714286,-26.68421053,5.142857143,10.54341737,8.762917933,80.94117647,13.21028037,-22.11848341,3.523287671,-13.14285714,0.857142857,59.28571429,-13.71428571,-32.57142857,5,0,0,0,0,0,0,15.86666667,13.20833333,5.285714286,7.2,-23.24489796,3.466666667,0,0,0,0,0,0,9.074879227,13.76546392,102.729927,-6.638497653,-25.53686636,3.529411765,-13.92380952,-4.471428571,24.54285714,-30.25714286,-32.3047619,5.880200501
18/07/2021,0.820284698,5.689655172,20.9539749,12.2327791,-24.85714286,4.970472441,-31.42857143,-13.14285714,7.714285714,-51.42857143,-41.85714286,9,-35,-22.14285714,-5,-54.85714286,-45.71428571,14.14285714,-1.659459459,4.115942029,36.06020067,-19.00666667,-25.99746193,4.882352941,-17,-10.14285714,-5.142857143,-32,-32.14285714,6.857142857,-3.777777778,-1.428571429,90.71428571,-6.666666667,-26.52631579,4.428571429,11.35774648,10.24848485,105.1386139,15.87142857,-22.29905063,2.765027322,-14.85714286,0.571428571,49.28571429,-16.28571429,-33.14285714,5.571428571,0,0,0,0,0,0,16.8,15.69565217,0.428571429,7.071428571,-23.3125,2.64516129,0,0,0,0,0,0,11.19268293,15.87206266,129.2384615,-4.179245283,-24.94470046,2.696078431,-13.18095238,-4.057142857,33.92857143,-29.08571429,-32.00786749,5.464661654
25/07/2021,1.075539568,7.039045553,17.1322314,12.26139089,-24.6109215,4.964285714,-31.85714286,-14,7.571428571,-51.57142857,-41.71428571,9.142857143,-33.42857143,-23.42857143,-6.571428571,-54.71428571,-45.42857143,14.28571429,-1.70923913,3,31.05033557,-20.19601329,-25.69720102,5.252941176,-17.85714286,-11.42857143,-6.142857143,-32.71428571,-32.14285714,7.142857143,-2.222222222,-0.857142857,87.42857143,-13.375,-26.31578947,4,10.56424581,10.63030303,92.15841584,14.92344498,-22.08108108,3.328767123,-17.42857143,-0.857142857,44.42857143,-16.57142857,-33.28571429,5.571428571,0,0,0,0,0,0,15.86666667,13.95652174,0.428571429,6.857142857,-23.98,2.709677419,0,0,0,0,0,0,10.69343066,15.43193717,123.8636364,-7.518691589,-24.14516129,2.93872549,-14.11428571,-4.714285714,28.74285714,-29.6,-31.87122153,5.665162907
01/08/2021,1.068468468,7.430434783,11.90082645,9.937349398,-24.18671249,5.211576846,-30.28571429,-13.42857143,7,-51.14285714,-42.28571429,9.428571429,-36.28571429,-22.85714286,-8,-55.71428571,-46.71428571,14.71428571,-0.8125,4.423631124,29.15614618,-21.32,-26.07379135,5.176470588,-17.14285714,-10,-6.428571429,-32.71428571,-32.71428571,7.142857143,-4.888888889,-0.285714286,90,-8.888888889,-25.89473684,4.285714286,11.03954802,12.02121212,102.6836735,15.76415094,-22.29001585,2.80653951,-14.42857143,1.285714286,52.28571429,-16,-33.14285714,5.571428571,0,0,0,0,0,0,14.33333333,16.65217391,3.285714286,8.714285714,-23.3125,2.322580645,0,0,0,0,0,0,11.35108959,17.02617801,127.4122137,-7.655963303,-24.49769585,2.69193154,-12.92380952,-3.238095238,32.45714286,-29.41428571,-31.98690476,5.517293233
08/08/2021,0.457809695,7.62962963,10.36363636,7.17535545,-23.95287356,4.96,-32,-15.71428571,-3.428571429,-52.14285714,-42.28571429,10,-35.14285714,-22.14285714,-9,-54.85714286,-46.71428571,14.42857143,-2.801089918,3.65129683,25.05980066,-23.24584718,-25.89312977,5.076470588,-17,-9.571428571,-8.142857143,-32.71428571,-32.28571429,6.857142857,-7.888888889,-1.714285714,65.85714286,-4.090909091,-25.78947368,4.857142857,10.4929972,10.78899083,76.40196078,13.73113208,-22.05263158,3.690410959,-16.71428571,2,46.85714286,-17.28571429,-33.28571429,5.285714286,0,0,0,0,0,0,13.26666667,15.34782609,-1.142857143,10.5,-23.5625,2.774193548,0,0,0,0,0,0,10.78588808,16.21875,112.3037037,-8.703703704,-24.83410138,3.149144254,-15.52380952,-5.323809524,19.91428571,-31.08571429,-32.38214286,5.920300752
15/08/2021,-0.703971119,6.495652174,0.568,4.450116009,-22.66858458,4.786427146,-33.57142857,-16.57142857,-5.428571429,-53.85714286,-42.71428571,10.14285714,-36,-21.57142857,-13.28571429,-54.28571429,-46.14285714,14.14285714,-4.586486486,2.227011494,16.85197368,-24.33887043,-25.27226463,4.958823529,-17,-10,-9.857142857,-32,-31.28571429,6.142857143,-7.777777778,-0.857142857,77.28571429,-9,-26.36842105,4.285714286,12.33711048,13.42857143,93.21276596,14.17535545,-20.44745223,2.37431694,-16.28571429,1,40.85714286,-18.42857143,-33.28571429,5,0,0,0,0,0,0,15.56666667,12.13043478,-9.714285714,7.357142857,-22.35416667,2.580645161,0,0,0,0,0,0,10.16585366,13.79015544,108.4857143,-7.197183099,-25.32258065,3.540342298,-14.00952381,-4.757142857,25.15714286,-31.04285714,-32.71180124,5.742857143
22/08/2021,-3.021543986,5.540130152,1.384313725,2.780600462,-21.28423475,4.655310621,-33.42857143,-14.28571429,-6.285714286,-52.57142857,-41.85714286,9.428571429,-36.71428571,-21,-9.285714286,-53.85714286,-45.57142857,14.14285714,-6.558265583,1.051873199,14.26072607,-25.90365449,-24.14467005,5.138235294,-17.71428571,-10.85714286,-9.857142857,-32.57142857,-30.57142857,6.285714286,-8.888888889,-1.285714286,64.85714286,-5.25,-26.63157895,4.571428571,8.127118644,11.24620061,72.87128713,8.825471698,-19.38571429,2.956284153,-17,1.428571429,42.71428571,-20.42857143,-32.71428571,4.857142857,0,0,0,0,0,0,10.56666667,9.826086957,-5.571428571,-0.4,-21.33333333,2.806451613,0,0,0,0,0,0,8.452784504,10.72493573,84.14388489,-9.811926606,-25.63824885,3.830882353,-19,-9.4,6.071428571,-35.54285714,-34.22815735,7.117794486
29/08/2021,-0.27027027,8.25974026,3.72983871,6.070422535,-21.26887872,4.624750499,-30.85714286,-11.42857143,-8.428571429,-51.42857143,-41.28571429,8.857142857,-35,-20,-13.71428571,-53.14285714,-45.42857143,14.42857143,-5.081300813,2.954022989,13.52131148,-23.92715232,-23.55837563,4.988235294,-16.85714286,-9.571428571,-12.57142857,-32.28571429,-30.28571429,6,-5.666666667,0.428571429,62.42857143,-3.7,-24.15789474,4,8.576271186,12.10060976,77.56190476,7.122641509,-19.35974643,2.712328767,-17.85714286,3,41.42857143,-18.85714286,-32.42857143,4.714285714,0,0,0,0,0,0,18.26666667,13.04347826,-3,-8.9375,-22.25,2.433333333,0,0,0,0,0,0,8.970873786,13.61597938,97.44927536,-9.575471698,-25.12442396,3.333333333,-14.67619048,-4.538095238,25.5,-30.2,-33.36645963,6.221052632
05/09/2021,-1.874336283,5.939262473,15.16115702,1.824355972,-25.91294387,6.058116232,-30.57142857,-12.71428571,2.285714286,-53.42857143,-43.85714286,9.142857143,-34.71428571,-20.28571429,-4.714285714,-54,-46.85714286,14.42857143,-5.929539295,2.577586207,18.84818482,-26.9205298,-27.89873418,6.052941176,-18.14285714,-9.428571429,-10.57142857,-35.57142857,-34.57142857,7.714285714,-9.666666667,-1,85.85714286,-8.6,-27.52941176,5.142857143,7.442253521,10.55076923,101.4673913,4.308411215,-24.92948718,3.70027248,-16.57142857,2.285714286,52.14285714,-17.85714286,-35.85714286,5.857142857,0,0,0,0,0,0,19.16666667,11.30434783,12.14285714,-13.875,-28.36734694,3.266666667,0,0,0,0,0,0,6.301932367,11.92987013,101.4044118,-14.24074074,-29.12672811,4.265356265,-13.78095238,-4.661904762,27.97142857,-32.52857143,-36.35541126,6.735338346
12/09/2021,-1.728904847,4.620390456,7.052631579,0.396313364,-19.43742824,4.380478088,-31,-11.57142857,-4.857142857,-51.28571429,-40,8.857142857,-34.28571429,-20,-13,-51.14285714,-44.28571429,13.85714286,-6.85326087,1.518624642,13.41914191,-24.97359736,-22.23604061,4.466076696,-17.42857143,-10.71428571,-9,-32.42857143,-28.85714286,6.142857143,-5.666666667,-1.285714286,77.57142857,-8.6,-20.42105263,3.428571429,9.3454039,10.13719512,93.36734694,5.36744186,-16.30830671,1.8,-18,1.428571429,46.57142857,-17.57142857,-30.57142857,4.857142857,0,0,0,0,0,0,9.5,9.217391304,-2.428571429,-6.533333333,-19.58333333,2.4,0,0,0,0,0,0,3.050724638,10.52173913,93.72340426,-11.82727273,-22.50921659,2.578431373,-12.20952381,-1.633333333,30.25714286,-26.37142857,-30.67619048,5.02406015
19/09/2021,-1.019713262,3.846320346,16.05416667,3.429234339,-17.00114811,3.288844622,-30.42857143,-13,-0.571428571,-51.42857143,-37.57142857,8.857142857,-36.14285714,-20.71428571,-9,-51.14285714,-42.85714286,13.71428571,-6.983739837,0.472622478,15.67647059,-24.04304636,-21.13670886,4.394117647,-18.42857143,-11.14285714,-12.42857143,-32.85714286,-27.57142857,5.714285714,-7.555555556,-3,57.28571429,-6.7,-20.22222222,4.142857143,7.427374302,8.975757576,83.38,4.34562212,-14.9117175,2.191891892,-15.57142857,-0.714285714,45.85714286,-16.42857143,-29.28571429,4.285714286,0,0,0,0,0,0,9.5,7.347826087,-8.857142857,-4.4,-18.60416667,2.64516129,0,0,0,0,0,0,2.368932039,10.05384615,87.88811189,-13.13425926,-20.02995392,2.701711491,-13.56190476,-3.233333333,27.74285714,-25.91428571,-28.83722944,4.788972431
26/09/2021,-1.378815081,3.99137931,5.846153846,3.464953271,-16.04936854,3.793240557,-28.42857143,-10.28571429,3.571428571,-49.28571429,-35.71428571,8.142857143,-34.42857143,-19.71428571,-12.42857143,-49.85714286,-42.28571429,13.42857143,-6.111111111,0.887931034,13.34754098,-23.37086093,-20.24111675,4.217647059,-17.85714286,-11,-13.85714286,-32.42857143,-27,5.714285714,-5.444444444,-2.142857143,60.57142857,-2.909090909,-18.47368421,3.857142857,8.625698324,10.92401216,85.44117647,4.351851852,-13.82182986,1.766129032,-16.42857143,-0.857142857,39.42857143,-16.42857143,-28.85714286,5.142857143,0,0,0,0,0,0,14.6,9.318181818,2.857142857,-4.933333333,-17.78723404,1.9,0,0,0,0,0,0,3.330917874,11.15463918,85.57931034,-12.64383562,-18.11751152,2.62254902,-12.74285714,-1.685714286,23.07142857,-25.38571429,-26.36623377,4.652631579
03/10/2021,0.2323049,5.819956616,18.45643154,6.941588785,-15.8638985,2.920792079,-29.85714286,-10.57142857,-1,-49.71428571,-36.57142857,9,-33.85714286,-18.42857143,-8.428571429,-48.71428571,-41.85714286,13.57142857,-5.669376694,1.620689655,11.90553746,-23.32673267,-20.50379747,4.341176471,-17.42857143,-10.14285714,-16.71428571,-31.71428571,-26.71428571,5.857142857,-8.111111111,-2.857142857,39.14285714,-4.4,-18.78947368,4.428571429,7.854748603,9.615853659,62.08737864,3.574074074,-14.41800643,2.248648649,-17.85714286,0.285714286,51.28571429,-17.85714286,-28.57142857,5.142857143,0,0,0,0,0,0,17.3,7.304347826,-10.28571429,-2.866666667,-18.14285714,2.8,0,0,0,0,0,0,2.113801453,11.10741688,64.10416667,-11.21860465,-18.25115207,3.031941032,-13.58095238,-1.823809524,15.68571429,-25.78571429,-25.31190476,4.776441103
10/10/2021,0.228417266,4.226086957,12.38114754,7.148837209,-17.51317297,3.658730159,-28.57142857,-14,1.142857143,-50,-38.14285714,9.428571429,-34.57142857,-20.57142857,-7.142857143,-49.85714286,-42.71428571,13.42857143,-6.259459459,-0.270114943,11.25163399,-23.42524917,-21.09898477,4.476470588,-17.42857143,-11.28571429,-16,-31.42857143,-26.57142857,5.857142857,-5.444444444,-4.714285714,33.28571429,-16.75,-21.68421053,5,6.977591036,7.548484848,54.06796117,3.911627907,-16.36248013,3.035616438,-18.71428571,-2.428571429,33.42857143,-18,-29.57142857,6.142857143,0,0,0,0,0,0,11.7,6.043478261,-0.714285714,-5.133333333,-19.14583333,2.966666667,0,0,0,0,0,0,2.971014493,9.506426735,77.40972222,-12.28571429,-20.69354839,3.492647059,-14.08571429,-3.204761905,15.15714286,-27.41428571,-26.7202381,5.330325815
17/10/2021,0.963963964,4.092077088,15.27755102,6.737209302,-15.27073733,2.663366337,-28.71428571,-12.71428571,0.857142857,-48.28571429,-35.57142857,8.285714286,-37.71428571,-21.85714286,-25.57142857,-53.14285714,-42.57142857,14.42857143,-7.352303523,-1.33908046,-0.48089172,-25.86513158,-21.0556962,5.044117647,-17.57142857,-12,-17.57142857,-31.57142857,-26.71428571,5.714285714,-6.888888889,-4.285714286,41,-14.75,-18.5,4.142857143,7.058659218,7.675757576,68.07619048,3.460465116,-14.17788462,1.852150538,-17.14285714,-2.857142857,38.42857143,-16,-30,5.714285714,0,0,0,0,0,0,7.4,6,3.285714286,-4.4,-16.27083333,2.2,0,0,0,0,0,0,0.52173913,8.268542199,65.13333333,-14.7716895,-17.38248848,3.196560197,-12.24761905,-2.947619048,14.94285714,-25.54285714,-24.07660455,4.61754386
24/10/2021,1.58076225,5.41991342,9.970954357,6.225352113,-14.46436782,2.988095238,-30.42857143,-14,-13.71428571,-49.28571429,-35.28571429,9.571428571,-38.42857143,-21.42857143,-21.42857143,-52.42857143,-43,14.42857143,-9.367567568,-0.401146132,-5.878980892,-26.51324503,-21.04822335,5.301775148,-17.42857143,-9.857142857,-19.28571429,-31.71428571,-26.71428571,6,-8.555555556,-4.428571429,-1.571428571,-17.5,-17.83333333,5.571428571,5.436111111,9.069486405,23.83478261,-0.239631336,-13.96634615,3.387362637,-17.42857143,-1.857142857,34.85714286,-18.57142857,-28.28571429,5.857142857,0,0,0,0,0,0,5.2,6.875,-13.85714286,-5.2,-16.31914894,3.533333333,0,0,0,0,0,0,-1.583535109,7.21483376,35.875,-17.98156682,-17.23963134,4.095588235,-14.4,-3.142857143,0.442857143,-26.54285714,-24.31966874,5.674686717
31/10/2021,0.281588448,5.693965517,5.92244898,5.183294664,-14.8849252,3.54491018,-30.14285714,-12.14285714,-10.14285714,-48.85714286,-35.57142857,9.428571429,-35.42857143,-19.28571429,-20.14285714,-48.85714286,-41.71428571,13.71428571,-8.067567568,0.424068768,-0.787974684,-25.87458746,-20.04568528,4.855882353,-17.71428571,-9.857142857,-16.42857143,-30.57142857,-26.42857143,5.571428571,-8.111111111,-3.857142857,15.14285714,-16.625,-18.44444444,5,5.545961003,7.720364742,36.37614679,0.585253456,-13.3525641,2.969863014,-19.28571429,-3.285714286,27.42857143,-20.42857143,-29,6.857142857,0,0,0,0,0,0,6.4,5.608695652,-4.428571429,-11.9375,-16.6875,3.433333333,0,0,0,0,0,0,-1.253623188,7.173913043,42.06097561,-17.13636364,-17.46313364,3.970515971,-12.43809524,-1.428571429,3.585714286,-24.88571429,-24.11255411,5.246616541
07/11/2021,0.652173913,4.478448276,7.692622951,6.473317865,-15.2908046,3.450199203,-30.71428571,-12.71428571,-6.142857143,-49.71428571,-37.14285714,9.571428571,-33.42857143,-20.14285714,-16.14285714,-50.14285714,-43,13.85714286,-7.564864865,-1.201149425,-1.659305994,-27.61513158,-23.3857868,5.820588235,-17.28571429,-10.85714286,-17.71428571,-31.57142857,-28.42857143,6.142857143,-7,-5.142857143,6.428571429,-15.77777778,-19.89473684,5.714285714,5.456824513,6.897280967,22.06837607,-1.046082949,-15.5399361,3.655737705,-19.85714286,-4,18.42857143,-23.57142857,-28.85714286,7.142857143,0,0,0,0,0,0,5.033333333,4.347826087,-9.571428571,-14.125,-18.125,3.833333333,0,0,0,0,0,0,-2.164251208,5.00511509,33.05294118,-18.6146789,-20.0483871,5.002457002,-14.45714286,-3.723809524,0.814285714,-26.24285714,-25.5378882,6.11679198
14/11/2021,1.597826087,6.333333333,3.173553719,9.744131455,-13.80023095,3.221115538,-31.28571429,-14.42857143,-15.57142857,-49.85714286,-33.42857143,9,-36.42857143,-21.42857143,-23.42857143,-50.42857143,-41,13.57142857,-7.918918919,-0.773638968,-7.075471698,-25.40131579,-19.35786802,4.973451327,-17.71428571,-10.42857143,-20.42857143,-29.57142857,-25.71428571,5.714285714,-5.888888889,-6.142857143,-7.857142857,-12.66666667,-18.15789474,5.428571429,4.906077348,6.395136778,3.294117647,0.721461187,-13.69131833,3.431318681,-18.85714286,-3.714285714,19.28571429,-21.14285714,-28.57142857,7,0,0,0,0,0,0,4.133333333,3.375,-16.42857143,-9.375,-16.40425532,3.533333333,0,0,0,0,0,0,-3.471014493,5.432225064,15.97752809,-18.22972973,-16.9562212,4.517241379,-12.97142857,-2.676190476,-5.714285714,-24.55714286,-22.26045549,5.101253133
21/11/2021,-6.716636197,8.386956522,-5.633466135,7.178997613,-39.25,8.993877551,-37.71428571,-20.71428571,-12.42857143,-58.57142857,-48.57142857,10.85714286,-37.57142857,-23.57142857,-9.571428571,-55.57142857,-53.71428571,13.42857143,-8.870619946,1.906976744,7.427652733,-25.88039867,-40.06329114,8.25147929,-20.71428571,-8.714285714,-21.71428571,-35.71428571,-44,9.285714286,-11.33333333,-2.714285714,-3.714285714,-19.77777778,-37.57894737,8.714285714,-1.091160221,11.99047619,1.632478632,-5.774193548,-34.50641026,7.497206704,-27,-5.285714286,21.28571429,-25.42857143,-45.57142857,10,0,0,0,0,0,0,-5.451612903,6.608695652,-19,-3.941176471,-37.8125,7.571428571,0,0,0,0,0,0,-9.777239709,5.579896907,8.370165746,-19.77272727,-36.03456221,8.236318408,-18.98095238,-4.423809524,-15.5,-32.17142857,-38.48008658,8.179949875
28/11/2021,1.472924188,6.294623656,3.591093117,9.871194379,-13.73817762,3.314741036,-32.85714286,-15.28571429,-18,-50.71428571,-34.28571429,9.142857143,-37.71428571,-22.57142857,-23.57142857,-51.71428571,-40.71428571,13.14285714,-7.895442359,-1.928366762,-8.3875,-23.99335548,-19.16497462,5.020710059,-18.14285714,-11.71428571,-25.14285714,-29,-25.71428571,6,-9,-5.285714286,-0.428571429,-12.2,-17.77777778,5.428571429,4.790055249,7.70694864,10.7826087,0.481651376,-13.23349436,3.598901099,-21.14285714,-5.285714286,32.28571429,-21.71428571,-27.85714286,6.714285714,0,0,0,0,0,0,2.6,3.666666667,-16.85714286,-7.647058824,-16.52083333,3.866666667,0,0,0,0,0,0,-5.217391304,4.10230179,2.962162162,-18.41203704,-17.32258065,5.091133005,-14.67619048,-4.319047619,-11.54285714,-25.35714286,-23.15887446,5.51679198
05/12/2021,0.372302158,5.519313305,-3.578740157,5.434883721,-11.86242775,3.303571429,-32.71428571,-16.14285714,-18.57142857,-52.42857143,-33.14285714,9.714285714,-33.85714286,-21.28571429,-23.57142857,-49.28571429,-38.85714286,13.28571429,-8.766129032,-1.245714286,-15.83384615,-29.11258278,-17.77411168,5.091715976,-17.85714286,-10.57142857,-28.42857143,-31.71428571,-24.28571429,5.714285714,-9.777777778,-6.571428571,-15.28571429,-11.45454545,-16.52631579,6.142857143,1.625344353,6.536144578,-10.14634146,-6.755760369,-12.15619968,4.471232877,-23.14285714,-5.857142857,9,-27.14285714,-26,7.428571429,0,0,0,0,0,0,0.666666667,2.041666667,-34.28571429,-18.375,-14.35416667,4.793103448,0,0,0,0,0,0,-6.466183575,4.040920716,0.645502646,-22.26027397,-16.11059908,5.359605911,-14.54285714,-4.057142857,-11.11428571,-26.57142857,-21.59090909,5.894736842
12/12/2021,3.155515371,8.156652361,-8.503875969,10.03255814,-12.1724537,3.211045365,-32.42857143,-15.14285714,-16.71428571,-53,-34.28571429,9.285714286,-37.28571429,-23.71428571,-35,-53.57142857,-40.28571429,14.14285714,-8.582210243,-2.193083573,-27.09422492,-30.65562914,-19.54936709,6.056047198,-16.28571429,-10.28571429,-33.57142857,-32.57142857,-25.14285714,5.857142857,-4.555555556,-2.714285714,-0.571428571,-15,-15.38888889,5.571428571,7.511049724,11.85757576,0.573913043,-3.068181818,-12.01605136,3.890410959,-18.28571429,-4.714285714,19,-22,-25.42857143,6.571428571,0,0,0,0,0,0,6.3,8.625,-21.71428571,-14.26666667,-14.54166667,3.8,0,0,0,0,0,0,-1.886198547,8.703324808,10.58378378,-19.67123288,-16.2718894,4.665847666,-12.1047619,-2.214285714,-8.042857143,-26.71428571,-22.05714286,5.65914787
