actual.vars,Group_Base_Media_Price,Group_Base_MediaBreakDown_Price,Group_BaseBreakDown_MediaBreakDown_Price,Group_Modeller,Group_StackedBar,group,ref_points,agg_method,variable_display,isforecastable,brand/category_a,product/category_b,channel/category_c,platform/category_d,proposition/category_e,creative/category_f
covid_gm_grocery_IL,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_IL,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_IL,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_IL,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_IL,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_DR,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_DV,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_DV,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_DV,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_DV,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_DV,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_CO,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_AA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_GA,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_NY,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_retail_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_grocery_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_parks_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_transit_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_work_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
covid_gm_resid_NYC,Base,Base,Covid Mobility,Covid Mobility,COVID,COVID,none,Sum,Covid Mobility,yes,na,na,na,na,na,na
gt_ama,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_bedroom,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_furn,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_matt,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_offch,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_table,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_wardrobe,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ash,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
c_gt_bbb,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_tar,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_wal,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_way,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_furn_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_offch_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_table_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_bedroom_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_matt_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ama_wardrobe_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_ash_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_bbb_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_tar_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_wal_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_way_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_c_tot_ratio,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_rooms_mi,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
gt_nebra_tx,Base,Base,Competitor,Competitor,Competitor,Competitor,none,Sum,Competitor Google Trends ratio over IKEA,yes,na,na,na,na,na,na
serv_inc_del40k,Base,Base,Services & Collections,Services & Collections,Services & Collections,Services & Collections,none,Sum,Services & Collections,yes,na,na,na,na,na,na
"rollapply(bm_tru_pc, 3, mean, fill = NA, align = ""right"")",Brand,Brand,Brand,Brand,Brand,Brand,none,Sum,Brand,yes,na,na,na,na,na,na
